holiday,temp,rain_1h,snow_1h,weather_main,traffic_volume
7,269.48,0.0,0.0,0,399
7,269.27,0.0,0.0,0,740
7,268.91,0.0,0.0,0,1420
7,268.98,0.0,0.0,1,2220
7,269.23,0.0,0.0,1,3479
7,272.61,0.0,0.0,1,4546
7,276.78,0.0,0.0,1,4579
7,279.22,0.0,0.0,0,4438
7,280.35,0.0,0.0,0,4623
7,281.81,0.0,0.0,0,4440
7,283.05,0.0,0.0,0,4495
7,283.96,0.0,0.0,0,4483
7,284.53,0.0,0.0,0,4591
7,284.44,0.0,0.0,0,4477
7,283.64,0.0,0.0,0,4221
7,281.85,0.0,0.0,1,3672
7,281.38,0.0,0.0,0,3015
7,281.84,0.0,0.0,1,2769
7,282.23,0.0,0.0,1,2875
7,282.18,0.0,0.0,1,1931
7,282.49,0.0,0.0,1,1309
7,282.54,0.0,0.0,1,870
7,282.58,0.0,0.0,1,654
7,282.23,0.0,0.0,1,364
7,282.08,0.0,0.0,1,262
7,282.23,0.0,0.0,1,505
7,282.24,0.0,0.0,1,861
7,282.24,0.0,0.0,1,1132
7,282.24,0.0,0.0,5,1797
7,282.43,0.0,0.0,2,2685
7,282.43,0.0,0.0,5,2685
7,282.43,0.0,0.0,4,2685
7,282.33,0.0,0.0,2,3370
7,282.33,0.0,0.0,5,3370
7,282.82,0.0,0.0,2,3662
7,282.82,0.0,0.0,5,3662
7,283.33,0.0,0.0,5,4076
7,283.33,0.0,0.0,6,4076
7,283.33,0.0,0.0,2,4076
7,283.75,0.0,0.0,6,4128
7,283.75,0.0,0.0,5,4128
7,283.75,0.0,0.0,2,4128
7,284.09,0.0,0.0,5,4358
7,284.09,0.0,0.0,6,4358
7,284.09,0.0,0.0,2,4358
7,284.55,0.0,0.0,5,4342
7,284.55,0.0,0.0,6,4342
7,284.68,0.0,0.0,5,4234
7,284.64,0.0,0.0,6,4271
7,284.64,0.0,0.0,5,4271
7,284.4,0.0,0.0,5,4080
7,284.17,0.0,0.0,5,3453
7,284.03,0.0,0.0,5,2718
7,283.58,0.0,0.0,5,2439
7,283.04,0.0,0.0,5,1819
7,281.95,0.0,0.0,5,1002
7,281.95,0.0,0.0,3,1002
7,281.61,0.0,0.0,5,542
7,281.61,0.0,0.0,3,542
7,281.57,0.0,0.0,3,303
7,281.42,0.0,0.0,3,239
7,281.29,0.0,0.0,5,335
7,281.29,0.0,0.0,3,335
7,281.02,0.0,0.0,5,810
7,281.02,0.0,0.0,3,810
7,280.82,0.0,0.0,5,2606
7,280.82,0.0,0.0,3,2606
7,280.39,0.0,0.0,5,5714
7,280.19,0.0,0.0,5,6798
7,279.82,0.0,0.0,5,6114
7,279.75,0.0,0.0,5,5094
7,280.07,0.0,0.0,5,4473
7,280.32,0.0,0.0,1,4529
7,281.72,0.0,0.0,0,4823
7,284.01,0.0,0.0,1,4872
7,285.88,0.0,0.0,0,5238
7,286.87,0.0,0.0,0,5584
7,287.6,0.0,0.0,1,6246
7,287.27,0.0,0.0,1,5957
7,286.18,0.0,0.0,1,4535
7,285.2,0.0,0.0,1,3234
7,284.68,0.0,0.0,1,2677
7,284.49,0.0,0.0,1,2077
7,283.54,0.0,0.0,1,1380
7,282.33,0.0,0.0,1,927
7,281.21,0.0,0.0,1,500
7,279.87,0.0,0.0,0,324
7,278.93,0.0,0.0,0,257
7,277.91,0.0,0.0,0,354
7,277.21,0.0,0.0,0,769
7,276.61,0.0,0.0,0,2769
7,276.11,0.0,0.0,0,5789
7,274.81,0.0,0.0,1,7055
7,274.99,0.0,0.0,1,6408
7,277.91,0.0,0.0,1,5254
7,280.71,0.0,0.0,1,4547
7,283.85,0.0,0.0,1,4784
7,286.01,0.0,0.0,1,5015
7,286.31,0.0,0.0,0,5057
7,288.15,0.0,0.0,1,5430
7,289.15,0.0,0.0,1,5813
7,288.99,0.0,0.0,1,6496
7,288.86,0.0,0.0,1,6429
7,288.16,0.0,0.0,1,5142
7,287.28,0.0,0.0,6,3311
7,287.04,0.0,0.0,1,2777
7,286.9,0.0,0.0,1,2331
7,287.09,0.0,0.0,1,1767
7,287.09,0.0,0.0,1,1093
7,286.89,0.0,0.0,1,554
7,286.93,0.0,0.0,1,333
7,286.93,0.0,0.0,1,267
7,287.07,0.0,0.0,1,358
7,286.56,0.0,0.0,1,777
7,285.91,0.0,0.0,1,2732
7,285.29,0.0,0.0,1,5637
7,284.92,0.0,0.0,1,5564
7,285.35,0.0,0.0,1,6274
7,285.72,0.0,0.0,6,5403
7,285.72,0.0,0.0,6,5403
7,287.09,0.0,0.0,1,4680
7,288.31,0.0,0.0,1,4642
7,288.61,0.0,0.0,0,4979
7,290.32,0.0,0.0,0,4851
7,291.36,0.0,0.0,0,4291
7,292.01,0.0,0.0,0,4714
7,292.61,0.0,0.0,0,6723
7,292.65,0.0,0.0,0,6180
7,290.52,0.0,0.0,1,4843
7,288.35,0.0,0.0,1,3435
7,286.72,0.0,0.0,1,2921
7,285.49,0.0,0.0,1,2763
7,284.22,0.0,0.0,1,1930
7,283.8,0.0,0.0,1,1160
7,283.72,0.0,0.0,1,654
7,282.8,0.0,0.0,1,374
7,282.32,0.0,0.0,5,301
7,282.38,0.0,0.0,5,397
7,282.76,0.0,0.0,1,794
7,282.88,0.0,0.0,5,2564
7,284.18,0.0,0.0,1,5358
7,284.69,0.0,0.0,1,6441
7,285.0,0.0,0.0,1,5536
7,286.9,0.0,0.0,6,5256
7,288.35,0.0,0.0,1,4619
7,289.59,0.0,0.0,1,5107
7,288.27,0.0,0.0,6,5147
7,286.41,0.0,0.0,1,5283
7,285.96,0.0,0.0,1,5704
7,287.04,0.0,0.0,1,5887
7,287.18,0.0,0.0,1,6307
7,286.94,0.0,0.0,1,5953
7,286.01,0.0,0.0,1,4519
7,284.67,0.0,0.0,2,3427
7,283.44,0.0,0.0,6,2921
7,282.51,0.0,0.0,2,2649
7,281.9,0.0,0.0,1,2005
7,281.85,0.0,0.0,1,1177
7,281.28,0.0,0.0,1,699
7,280.97,0.0,0.0,5,436
7,280.44,0.0,0.0,2,353
7,280.44,0.0,0.0,5,353
7,280.02,0.0,0.0,5,399
7,279.79,0.0,0.0,2,720
7,279.79,0.0,0.0,5,720
7,279.79,0.0,0.0,6,720
7,279.79,0.0,0.0,2,720
7,279.74,0.0,0.0,5,2370
7,279.74,0.0,0.0,6,2370
7,279.65,0.0,0.0,2,5162
7,279.65,0.0,0.0,5,5162
7,279.65,0.0,0.0,6,5162
7,279.45,0.0,0.0,5,5777
7,279.45,0.0,0.0,6,5777
7,279.22,0.0,0.0,2,5235
7,279.22,0.0,0.0,5,5235
7,279.22,0.0,0.0,6,5235
7,279.35,0.0,0.0,6,4606
7,279.35,0.0,0.0,5,4606
7,279.92,0.0,0.0,5,4328
7,280.44,0.0,0.0,1,4282
7,281.0,0.0,0.0,1,4489
7,281.51,0.0,0.0,1,4908
7,281.93,0.0,0.0,5,5620
7,281.94,0.0,0.0,5,5849
7,281.94,0.0,0.0,2,5849
7,282.27,0.0,0.0,6,4945
7,282.41,0.0,0.0,6,4619
7,282.21,0.0,0.0,1,4479
7,281.69,0.0,0.0,1,3804
7,281.26,0.0,0.0,1,2908
7,280.66,0.0,0.0,5,2942
7,280.43,0.0,0.0,2,3077
7,280.43,0.0,0.0,2,3077
7,280.1,0.0,0.0,5,2051
7,280.1,0.0,0.0,6,2051
7,280.1,0.0,0.0,2,2051
7,280.06,0.0,0.0,6,1270
7,280.06,0.0,0.0,6,1270
7,280.28,0.0,0.0,2,773
7,280.28,0.0,0.0,6,773
7,280.38,0.0,0.0,2,589
7,280.62,0.0,0.0,2,432
7,280.62,0.0,0.0,5,432
7,280.91,0.0,0.0,5,401
7,280.91,0.0,0.0,2,401
7,280.91,0.0,0.0,6,401
7,280.96,0.0,0.0,6,759
7,280.96,0.0,0.0,5,759
7,280.96,0.0,0.0,2,759
7,281.13,0.0,0.0,6,1313
7,281.13,0.0,0.0,5,1313
7,281.13,0.0,0.0,2,1313
7,281.28,0.0,0.0,6,1824
7,281.28,0.0,0.0,5,1824
7,281.28,0.0,0.0,2,1824
7,281.19,0.0,0.0,6,2787
7,281.19,0.0,0.0,5,2787
7,281.19,0.0,0.0,2,2787
7,281.7,0.0,0.0,6,3713
7,281.7,0.0,0.0,2,3713
7,281.7,0.0,0.0,5,3713
7,281.7,0.0,0.0,2,3713
7,282.02,0.0,0.0,6,3815
7,282.02,0.0,0.0,2,3815
7,282.02,0.0,0.0,5,3815
7,282.02,0.0,0.0,6,3815
7,282.35,0.0,0.0,6,4339
7,282.35,0.0,0.0,5,4339
7,282.35,0.0,0.0,2,4339
7,282.71,0.0,0.0,6,4613
7,282.71,0.0,0.0,5,4613
7,282.71,0.0,0.0,6,4613
7,282.71,0.0,0.0,6,4613
7,283.31,0.0,0.0,6,4507
7,283.79,0.0,0.0,1,4452
7,284.2,0.0,0.0,1,4636
7,284.32,0.0,0.0,1,4810
7,284.13,0.0,0.0,1,5125
7,283.14,0.0,0.0,1,4337
7,281.4,0.0,0.0,1,3644
7,280.47,0.0,0.0,1,3107
7,279.52,0.0,0.0,1,2929
7,278.85,0.0,0.0,5,2865
7,278.12,0.0,0.0,3,2340
7,277.94,0.0,0.0,5,1372
7,275.93,0.0,0.0,3,1928
7,275.93,0.0,0.0,5,1928
7,284.09,0.0,0.0,1,4695
7,282.6,0.0,0.0,1,4335
7,281.72,0.0,0.0,1,1583
7,281.26,0.0,0.0,1,959
7,281.29,0.0,0.0,1,498
7,281.01,0.0,0.0,1,306
7,280.57,0.0,0.0,1,259
7,280.54,0.0,0.0,1,324
7,279.37,0.0,0.0,5,806
7,279.18,0.0,0.0,5,2622
7,279.05,0.0,0.0,5,5456
7,282.7,0.0,0.0,0,4324
7,286.17,0.0,0.0,1,4378
7,288.61,0.0,0.0,1,4639
7,290.59,0.0,0.0,1,4546
7,292.21,0.0,0.0,1,5006
7,293.56,0.0,0.0,1,5361
7,293.43,0.0,0.0,1,6101
7,293.4,0.0,0.0,1,5781
7,291.47,0.0,0.0,1,4272
7,289.17,0.0,0.0,1,3091
7,287.28,0.0,0.0,0,2434
7,286.1,0.0,0.0,0,1984
7,285.45,0.0,0.0,1,1383
7,285.33,0.0,0.0,1,959
7,285.07,0.0,0.0,1,511
7,284.58,0.0,0.0,1,346
7,283.88,0.0,0.0,1,253
7,283.55,0.0,0.0,1,349
7,282.85,0.0,0.0,1,807
7,282.42,0.0,0.0,1,2669
7,282.13,0.0,0.0,1,5210
7,281.85,0.0,0.0,1,6083
7,281.85,0.0,0.0,1,5790
7,283.07,0.0,0.0,1,5484
7,284.53,0.0,0.0,1,4407
7,285.6,0.0,0.0,1,4725
7,286.63,0.0,0.0,1,4826
7,286.75,0.0,0.0,6,4945
7,287.97,0.0,0.0,1,5065
7,288.54,0.0,0.0,10,5618
7,288.72,0.0,0.0,1,6094
7,288.53,0.0,0.0,1,5844
7,288.16,0.0,0.0,1,4649
7,287.59,0.0,0.0,1,3180
7,287.21,0.0,0.0,1,2963
7,286.29,0.0,0.0,1,2450
7,285.7,0.0,0.0,1,1613
7,285.61,0.0,0.0,1,1021
7,285.37,0.0,0.0,2,580
7,285.37,0.0,0.0,5,580
7,285.51,0.0,0.0,1,298
7,285.6,0.0,0.0,4,261
7,285.99,0.0,0.0,5,408
7,285.99,0.0,0.0,4,408
7,285.94,0.0,0.0,5,793
7,285.94,0.0,0.0,10,793
7,285.97,0.0,0.0,5,2643
7,285.97,0.0,0.0,6,2643
7,285.97,0.0,0.0,10,2643
7,285.73,0.0,0.0,5,5593
7,285.73,0.0,0.0,10,5593
7,285.73,0.0,0.0,6,5593
7,285.73,0.0,0.0,10,5593
7,285.5,0.0,0.0,6,5722
7,285.5,0.0,0.0,5,5722
7,285.55,0.0,0.0,2,5607
7,285.55,0.0,0.0,5,5607
7,285.55,0.0,0.0,6,5607
7,285.55,0.0,0.0,10,5607
7,285.93,0.0,0.0,2,5492
7,285.93,0.0,0.0,5,5492
7,285.93,0.0,0.0,6,5492
7,286.34,0.0,0.0,5,4542
7,286.82,0.0,0.0,5,4720
7,286.82,0.0,0.0,3,4720
7,288.36,0.0,0.0,5,4982
7,288.36,0.0,0.0,4,4982
7,288.36,0.0,0.0,3,4982
7,289.08,0.0,0.0,4,5032
7,289.08,0.0,0.0,5,5032
7,289.08,0.0,0.0,3,5032
7,289.88,0.0,0.0,5,5212
7,289.88,0.0,0.0,4,5212
7,290.24,0.0,0.0,5,5661
7,290.24,0.0,0.0,4,5661
7,290.24,0.0,0.0,6,5661
7,290.01,0.0,0.0,5,5812
7,289.62,0.0,0.0,4,5855
7,289.62,0.0,0.0,5,5855
7,289.61,0.0,0.0,4,4416
7,289.61,0.0,0.0,5,4416
7,289.06,0.0,0.0,5,3118
7,288.34,0.0,0.0,4,2877
7,288.34,0.0,0.0,5,2877
7,287.06,0.0,0.0,5,2498
7,287.41,0.0,0.0,5,1701
7,287.52,0.0,0.0,5,1028
7,287.81,0.0,0.0,5,578
7,287.29,0.0,0.0,5,354
7,287.23,0.0,0.0,5,272
7,286.44,0.0,0.0,5,370
7,285.32,0.0,0.0,5,809
7,285.32,0.0,0.0,3,809
7,285.43,0.0,0.0,5,2641
7,285.53,0.0,0.0,5,4957
7,285.2,0.0,0.0,5,6036
7,285.2,0.0,0.0,3,6036
7,285.02,0.0,0.0,5,5309
7,286.43,0.0,0.0,5,4438
7,287.36,0.0,0.0,5,4723
7,287.6,0.0,0.0,5,4879
7,287.29,0.0,0.0,1,5062
7,286.41,0.0,0.0,6,5450
7,286.41,0.0,0.0,5,5450
7,286.41,0.0,0.0,2,5450
7,286.41,0.0,0.0,2,5450
7,285.8,0.0,0.0,2,5888
7,285.8,0.0,0.0,5,5888
7,285.8,0.0,0.0,6,5888
7,285.8,0.0,0.0,2,5888
7,285.8,0.0,0.0,6,5888
7,285.29,0.0,0.0,6,6473
7,285.29,0.0,0.0,5,6473
7,285.29,0.0,0.0,2,6473
7,284.77,0.0,0.0,6,6488
7,284.77,0.0,0.0,5,6488
7,284.77,0.0,0.0,6,6488
7,284.29,0.0,0.0,2,5351
7,284.29,0.0,0.0,5,5351
7,284.29,0.0,0.0,6,5351
7,284.29,0.0,0.0,6,5351
7,283.79,0.0,0.0,2,3500
7,283.79,0.0,0.0,5,3500
7,283.79,0.0,0.0,6,3500
7,283.44,0.0,0.0,6,2856
7,283.44,0.0,0.0,5,2856
7,283.44,0.0,0.0,2,2856
7,283.22,0.0,0.0,6,2587
7,283.22,0.0,0.0,5,2587
7,283.22,0.0,0.0,2,2587
7,282.82,0.0,0.0,1,1979
7,282.13,0.0,0.0,1,1284
7,281.05,0.0,0.0,6,665
7,281.05,0.0,0.0,6,665
7,281.05,0.0,0.0,2,665
7,280.44,0.0,0.0,2,432
7,280.44,0.0,0.0,6,432
7,280.07,0.0,0.0,6,326
7,280.07,0.0,0.0,5,326
7,280.07,0.0,0.0,2,326
7,279.54,0.0,0.0,6,380
7,279.54,0.0,0.0,5,380
7,279.54,0.0,0.0,2,380
7,279.54,0.0,0.0,2,380
7,278.93,0.0,0.0,6,705
7,278.93,0.0,0.0,5,705
7,278.93,0.0,0.0,6,705
7,278.93,0.0,0.0,2,705
7,278.93,0.0,0.0,2,705
7,278.27,0.0,0.0,6,2430
7,278.27,0.0,0.0,5,2430
7,278.27,0.0,0.0,6,2430
7,278.27,0.0,0.0,10,2430
7,278.07,0.0,0.0,6,5426
7,278.07,0.0,0.0,5,5426
7,278.07,0.0,0.0,6,5426
7,277.53,0.0,0.0,6,6499
7,277.53,0.0,0.0,6,6499
7,276.23,0.0,0.0,6,5856
7,276.23,0.0,0.0,5,5856
7,276.23,0.0,0.0,6,5856
7,275.66,0.0,0.0,6,5234
7,275.66,0.0,0.0,5,5234
7,275.66,0.0,0.0,8,5234
7,275.02,0.0,0.0,6,4695
7,275.02,0.0,0.0,5,4695
7,275.02,0.0,0.0,6,4695
7,275.02,0.0,0.0,8,4695
7,275.03,0.0,0.0,6,5341
7,275.03,0.0,0.0,8,5341
7,275.03,0.0,0.0,5,5341
7,275.03,0.0,0.0,6,5341
7,274.5,0.0,0.0,5,5943
7,274.5,0.0,0.0,8,5943
7,275.01,0.0,0.0,8,5874
7,275.38,0.0,0.0,8,5879
7,275.38,0.0,0.0,5,5879
7,275.85,0.0,0.0,8,6060
7,276.56,0.0,0.0,1,6348
7,276.7,0.0,0.0,1,5955
7,276.71,0.0,0.0,1,5341
7,276.43,0.0,0.0,1,4144
7,276.23,0.0,0.0,1,3249
7,275.99,0.0,0.0,1,3017
7,276.28,0.0,0.0,1,2765
7,276.28,0.0,0.0,1,1894
7,276.01,0.0,0.0,1,1159
7,275.36,0.0,0.0,1,822
7,274.93,0.0,0.0,1,641
7,274.28,0.0,0.0,1,411
7,274.01,0.0,0.0,0,468
7,273.71,0.0,0.0,0,723
7,273.43,0.0,0.0,0,1415
7,273.65,0.0,0.0,1,2191
7,274.58,0.0,0.0,1,3185
7,275.39,0.0,0.0,1,4076
7,275.44,0.0,0.0,0,4522
7,276.11,0.0,0.0,1,6012
7,276.48,0.0,0.0,1,5975
7,276.5,0.0,0.0,1,5307
7,276.56,0.0,0.0,1,4678
7,276.61,0.0,0.0,1,4405
7,276.9,0.0,0.0,1,4403
7,276.61,0.0,0.0,1,4311
7,276.34,0.0,0.0,1,4198
7,275.96,0.0,0.0,1,3475
7,275.6,0.0,0.0,1,3078
7,274.86,0.0,0.0,1,2931
7,274.05,0.0,0.0,1,2941
7,273.62,0.0,0.0,1,2240
7,273.52,0.0,0.0,1,1564
7,273.54,0.0,0.0,1,795
7,273.63,0.0,0.0,1,447
7,273.63,0.0,0.0,1,443
7,273.22,0.0,0.0,1,330
7,272.75,0.0,0.0,1,453
7,272.16,0.0,0.0,1,755
7,271.06,0.0,0.0,1,953
7,270.68,0.0,0.0,0,1650
7,272.6,0.0,0.0,0,2442
7,274.06,0.0,0.0,0,3230
7,275.81,0.0,0.0,0,3575
7,277.54,0.0,0.0,1,4139
7,278.54,0.0,0.0,1,3892
7,278.97,0.0,0.0,1,3989
7,278.91,0.0,0.0,1,4294
7,278.81,0.0,0.0,1,4521
7,278.27,0.0,0.0,1,4280
7,276.67,0.0,0.0,1,3945
7,275.86,0.0,0.0,1,3169
7,274.29,0.0,0.0,1,2772
7,273.37,0.0,0.0,1,2213
7,272.77,0.0,0.0,1,1570
7,272.01,0.0,0.0,1,1065
7,271.78,0.0,0.0,1,530
7,271.41,0.0,0.0,4,331
7,271.46,0.0,0.0,5,270
7,271.76,0.0,0.0,1,316
7,272.24,0.0,0.0,1,799
7,271.98,0.0,0.0,1,2513
7,271.53,0.0,0.0,1,5503
7,271.46,0.0,0.0,1,6642
7,271.7,0.0,0.0,1,6195
